,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pKi,relation,units,Ki,target_chembl_id,target_organism,type
1998,3200468,CHEMBL1100687,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,CHEMBL1082001,6.07,=,nM,858.0,CHEMBL251,Homo sapiens,Ki
1999,3200469,CHEMBL1100687,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,CHEMBL1081841,5.67,=,nM,2126.0,CHEMBL251,Homo sapiens,Ki
2000,3200470,CHEMBL1100687,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,CHEMBL1076563,6.11,=,nM,769.0,CHEMBL251,Homo sapiens,Ki
2001,3243701,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1093271,8.45,=,nM,3.56,CHEMBL251,Homo sapiens,Ki
2002,3243702,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1093270,9.42,=,nM,0.38,CHEMBL251,Homo sapiens,Ki
2003,3243703,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1092270,9.92,=,nM,0.12,CHEMBL251,Homo sapiens,Ki
2004,3243704,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1092271,10.8,=,nM,0.016,CHEMBL251,Homo sapiens,Ki
2005,3243705,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1090575,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki
2006,3243706,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1090576,8.7,=,nM,2.02,CHEMBL251,Homo sapiens,Ki
2007,3243707,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1090577,9.82,=,nM,0.152,CHEMBL251,Homo sapiens,Ki
2008,3243708,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1090578,10.42,=,nM,0.038,CHEMBL251,Homo sapiens,Ki
2009,3243709,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1093018,9.15,=,nM,0.7,CHEMBL251,Homo sapiens,Ki
2010,3243710,CHEMBL1105450,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,CHEMBL1093203,9.24,=,nM,0.57,CHEMBL251,Homo sapiens,Ki
2011,3253677,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1091031,6.92,=,nM,121.0,CHEMBL251,Homo sapiens,Ki
2012,3253678,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1090489,6.45,=,nM,355.0,CHEMBL251,Homo sapiens,Ki
2013,3253679,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1090810,5.7,=,nM,2020.0,CHEMBL251,Homo sapiens,Ki
2014,3253680,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1090811,5.82,=,nM,1500.0,CHEMBL251,Homo sapiens,Ki
2015,3253681,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1090812,5.92,=,nM,1190.0,CHEMBL251,Homo sapiens,Ki
2016,3253682,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1089427,5.01,=,nM,9650.0,CHEMBL251,Homo sapiens,Ki
2017,3253683,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1093430,7.08,=,nM,83.8,CHEMBL251,Homo sapiens,Ki
2018,3253684,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1089131,6.07,=,nM,843.0,CHEMBL251,Homo sapiens,Ki
2019,3253685,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1093431,6.71,=,nM,196.0,CHEMBL251,Homo sapiens,Ki
2020,3253686,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1093432,6.9,=,nM,127.0,CHEMBL251,Homo sapiens,Ki
2021,3253687,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL21654,5.22,=,nM,5970.0,CHEMBL251,Homo sapiens,Ki
2022,3253688,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1089887,5.66,=,nM,2180.0,CHEMBL251,Homo sapiens,Ki
2023,3253690,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1089903,5.85,=,nM,1400.0,CHEMBL251,Homo sapiens,Ki
2024,3253691,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1089904,6.49,=,nM,324.0,CHEMBL251,Homo sapiens,Ki
2025,3253699,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1093202,6.02,=,nM,963.0,CHEMBL251,Homo sapiens,Ki
2026,3253701,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1091268,6.11,=,nM,778.0,CHEMBL251,Homo sapiens,Ki
2027,3253702,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1091640,5.59,=,nM,2540.0,CHEMBL251,Homo sapiens,Ki
2028,3253703,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1091641,5.08,=,nM,8320.0,CHEMBL251,Homo sapiens,Ki
2029,3253706,CHEMBL1117075,Displacement of [3H]NECA from human cloned adenosine A2a receptor expressed in CHO cells,B,CHEMBL1090461,4.62,=,nM,23900.0,CHEMBL251,Homo sapiens,Ki
2030,3282999,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1094986,6.7,=,nM,200.0,CHEMBL251,Homo sapiens,Ki
2031,3283000,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1097074,6.4,=,nM,400.0,CHEMBL251,Homo sapiens,Ki
2032,3283001,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1099100,6.4,=,nM,400.0,CHEMBL251,Homo sapiens,Ki
2033,3283002,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL184517,6.05,=,nM,900.0,CHEMBL251,Homo sapiens,Ki
2034,3283004,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1097072,5.92,=,nM,1200.0,CHEMBL251,Homo sapiens,Ki
2035,3283005,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1097073,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki
2036,3283006,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1096751,5.57,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki
2037,3283007,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1098444,5.23,=,nM,5900.0,CHEMBL251,Homo sapiens,Ki
2038,3283008,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1094646,5.06,=,nM,8800.0,CHEMBL251,Homo sapiens,Ki
2039,3283009,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1098438,5.44,=,nM,3600.0,CHEMBL251,Homo sapiens,Ki
2040,3283015,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1098439,6.7,=,nM,200.0,CHEMBL251,Homo sapiens,Ki
2041,3283027,CHEMBL1117497,Displacement of [3H]CGS21680 from human recombinant adenosine A2A receptor expressed in HEK293 cells after 60 mins by scintillation counting,B,CHEMBL1098443,6.22,=,nM,600.0,CHEMBL251,Homo sapiens,Ki
2042,3285587,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1094987,6.92,=,nM,121.1,CHEMBL251,Homo sapiens,Ki
2043,3285591,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1094143,6.74,=,nM,180.6,CHEMBL251,Homo sapiens,Ki
2044,3285599,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1096410,7.02,=,nM,96.0,CHEMBL251,Homo sapiens,Ki
2045,3285603,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1098075,6.64,=,nM,227.0,CHEMBL251,Homo sapiens,Ki
2046,3285606,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1096409,6.5,=,nM,314.0,CHEMBL251,Homo sapiens,Ki
2047,3285609,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1098109,6.05,=,nM,886.0,CHEMBL251,Homo sapiens,Ki
2048,3285611,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1096754,6.14,=,nM,728.1,CHEMBL251,Homo sapiens,Ki
2049,3285612,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1097050,5.95,=,nM,1136.0,CHEMBL251,Homo sapiens,Ki
2050,3285619,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1097737,6.0,=,nM,1000.0,CHEMBL251,Homo sapiens,Ki
2051,3285620,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1098108,5.5,=,nM,3179.0,CHEMBL251,Homo sapiens,Ki
2052,3285621,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL1096693,5.31,=,nM,4900.0,CHEMBL251,Homo sapiens,Ki
2053,3285634,CHEMBL1120796,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL515442,5.68,=,nM,2100.0,CHEMBL251,Homo sapiens,Ki
2054,3351990,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170518,6.6,=,nM,250.0,CHEMBL251,Homo sapiens,Ki
2055,3351991,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171898,7.41,=,nM,39.0,CHEMBL251,Homo sapiens,Ki
2056,3351992,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171897,7.66,=,nM,22.0,CHEMBL251,Homo sapiens,Ki
2057,3351993,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171718,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki
2058,3351994,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172269,7.46,=,nM,35.0,CHEMBL251,Homo sapiens,Ki
2059,3351995,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172268,7.21,=,nM,61.0,CHEMBL251,Homo sapiens,Ki
2060,3351996,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172267,7.01,=,nM,98.0,CHEMBL251,Homo sapiens,Ki
2061,3351997,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171524,7.54,=,nM,29.0,CHEMBL251,Homo sapiens,Ki
2062,3351998,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171526,7.42,=,nM,38.0,CHEMBL251,Homo sapiens,Ki
2063,3351999,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171525,8.3,=,nM,5.0,CHEMBL251,Homo sapiens,Ki
2064,3352000,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170295,5.66,=,nM,2200.0,CHEMBL251,Homo sapiens,Ki
2065,3352001,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170526,6.8,=,nM,160.0,CHEMBL251,Homo sapiens,Ki
2066,3352002,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170525,6.48,=,nM,330.0,CHEMBL251,Homo sapiens,Ki
2067,3352003,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170131,6.32,=,nM,480.0,CHEMBL251,Homo sapiens,Ki
2068,3352004,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170130,7.82,=,nM,15.0,CHEMBL251,Homo sapiens,Ki
2069,3352005,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170129,7.04,=,nM,92.0,CHEMBL251,Homo sapiens,Ki
2070,3352006,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1169934,7.3,=,nM,50.0,CHEMBL251,Homo sapiens,Ki
2071,3352007,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172274,6.77,=,nM,170.0,CHEMBL251,Homo sapiens,Ki
2072,3352008,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170137,7.34,=,nM,46.0,CHEMBL251,Homo sapiens,Ki
2073,3352009,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172277,7.15,=,nM,71.0,CHEMBL251,Homo sapiens,Ki
2074,3352010,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172276,7.57,=,nM,27.0,CHEMBL251,Homo sapiens,Ki
2075,3352011,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172275,7.11,=,nM,77.0,CHEMBL251,Homo sapiens,Ki
2076,3352012,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171349,7.1,=,nM,80.0,CHEMBL251,Homo sapiens,Ki
2077,3352013,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170136,7.18,=,nM,66.0,CHEMBL251,Homo sapiens,Ki
2078,3352014,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170135,7.0,=,nM,100.0,CHEMBL251,Homo sapiens,Ki
2079,3352015,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170134,7.12,=,nM,76.0,CHEMBL251,Homo sapiens,Ki
2080,3352016,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1172442,7.58,=,nM,26.0,CHEMBL251,Homo sapiens,Ki
2081,3352017,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170583,7.05,=,nM,89.0,CHEMBL251,Homo sapiens,Ki
2082,3352018,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170582,7.08,=,nM,84.0,CHEMBL251,Homo sapiens,Ki
2083,3352019,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171200,7.17,=,nM,68.0,CHEMBL251,Homo sapiens,Ki
2084,3352020,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170367,7.29,=,nM,51.0,CHEMBL251,Homo sapiens,Ki
2085,3352021,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1170519,7.75,=,nM,18.0,CHEMBL251,Homo sapiens,Ki
2086,3352022,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171163,7.39,=,nM,41.0,CHEMBL251,Homo sapiens,Ki
2087,3352023,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171164,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki
2088,3352024,CHEMBL1175307,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,CHEMBL1171165,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki
2089,3424228,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222145,7.89,=,nM,13.0,CHEMBL251,Homo sapiens,Ki
2090,3424229,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222241,7.21,=,nM,62.0,CHEMBL251,Homo sapiens,Ki
2091,3424230,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222242,6.72,=,nM,190.0,CHEMBL251,Homo sapiens,Ki
2092,3424232,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222246,6.16,=,nM,700.0,CHEMBL251,Homo sapiens,Ki
2093,3424233,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222302,6.72,=,nM,190.0,CHEMBL251,Homo sapiens,Ki
2094,3424234,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222303,7.55,=,nM,28.0,CHEMBL251,Homo sapiens,Ki
2095,3424235,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222304,7.48,=,nM,33.0,CHEMBL251,Homo sapiens,Ki
2096,3424236,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222305,7.08,=,nM,83.0,CHEMBL251,Homo sapiens,Ki
2097,3424237,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222306,7.6,=,nM,25.0,CHEMBL251,Homo sapiens,Ki
2098,3424238,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222369,6.39,=,nM,410.0,CHEMBL251,Homo sapiens,Ki
2099,3424239,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222370,6.92,=,nM,120.0,CHEMBL251,Homo sapiens,Ki
2100,3424240,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222371,6.47,=,nM,340.0,CHEMBL251,Homo sapiens,Ki
2101,3424241,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222372,6.48,=,nM,330.0,CHEMBL251,Homo sapiens,Ki
2102,3424242,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222373,6.15,=,nM,710.0,CHEMBL251,Homo sapiens,Ki
2103,3424243,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221455,6.7,=,nM,200.0,CHEMBL251,Homo sapiens,Ki
2104,3424244,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221456,6.96,=,nM,110.0,CHEMBL251,Homo sapiens,Ki
2105,3424245,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221457,7.92,=,nM,12.0,CHEMBL251,Homo sapiens,Ki
2106,3424246,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221458,7.32,=,nM,48.0,CHEMBL251,Homo sapiens,Ki
2107,3424247,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221459,6.72,=,nM,190.0,CHEMBL251,Homo sapiens,Ki
2108,3424248,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221504,7.24,=,nM,57.0,CHEMBL251,Homo sapiens,Ki
2109,3424249,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221505,7.03,=,nM,94.0,CHEMBL251,Homo sapiens,Ki
2110,3424250,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221506,7.11,=,nM,77.0,CHEMBL251,Homo sapiens,Ki
2111,3424251,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221507,6.66,=,nM,220.0,CHEMBL251,Homo sapiens,Ki
2112,3424252,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1221508,6.34,=,nM,460.0,CHEMBL251,Homo sapiens,Ki
2113,3424253,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222587,7.35,=,nM,45.0,CHEMBL251,Homo sapiens,Ki
2114,3424284,CHEMBL1227965,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in buculovirus system by liquid scintillation counting,B,CHEMBL1222245,6.54,=,nM,290.0,CHEMBL251,Homo sapiens,Ki
2115,3500052,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258076,7.36,=,nM,43.9,CHEMBL251,Homo sapiens,Ki
2116,3500053,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258077,7.91,=,nM,12.4,CHEMBL251,Homo sapiens,Ki
2117,3500054,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258191,7.93,=,nM,11.7,CHEMBL251,Homo sapiens,Ki
2118,3500055,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258192,7.88,=,nM,13.3,CHEMBL251,Homo sapiens,Ki
2119,3500056,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258306,7.66,=,nM,22.1,CHEMBL251,Homo sapiens,Ki
2120,3500057,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258307,8.05,=,nM,9.0,CHEMBL251,Homo sapiens,Ki
2121,3500058,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258418,7.84,=,nM,14.4,CHEMBL251,Homo sapiens,Ki
2122,3500059,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258419,6.51,=,nM,308.0,CHEMBL251,Homo sapiens,Ki
2123,3500060,CHEMBL1260324,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,CHEMBL1258525,7.1,=,nM,78.9,CHEMBL251,Homo sapiens,Ki
