,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pchembl_value,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
2214,2916539,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL576156,8.71,=,nM,1.95,CHEMBL251,Homo sapiens,Ki,nM,1.95
2215,2916540,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL573589,7.82,=,nM,15.1,CHEMBL251,Homo sapiens,Ki,nM,15.1
2216,2916541,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL573588,8.10,=,nM,7.94,CHEMBL251,Homo sapiens,Ki,nM,7.94
2217,2916542,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL574975,8.41,=,nM,3.88,CHEMBL251,Homo sapiens,Ki,nM,3.88
2218,2916543,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL572600,8.69,=,nM,2.03,CHEMBL251,Homo sapiens,Ki,nM,2.03
2219,2916544,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL574061,6.88,=,nM,131.0,CHEMBL251,Homo sapiens,Ki,nM,131.0
2220,2916545,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL139182,6.00,=,nM,1010.0,CHEMBL251,Homo sapiens,Ki,nM,1010.0
2221,2916546,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL422820,6.92,=,nM,120.0,CHEMBL251,Homo sapiens,Ki,nM,120.0
2222,2916547,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL423542,9.80,=,nM,0.16,CHEMBL251,Homo sapiens,Ki,nM,0.16
2223,2916548,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL16867,9.47,=,nM,0.34,CHEMBL251,Homo sapiens,Ki,nM,0.34
2224,2916549,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL344706,8.60,=,nM,2.51,CHEMBL251,Homo sapiens,Ki,nM,2.51
2225,2916550,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL137879,8.71,=,nM,1.95,CHEMBL251,Homo sapiens,Ki,nM,1.95
2226,2916551,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL575404,5.49,=,nM,3260.0,CHEMBL251,Homo sapiens,Ki,nM,3260.0
2227,2916552,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL574503,5.44,=,nM,3600.0,CHEMBL251,Homo sapiens,Ki,nM,3600.0
2228,2916553,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL575829,5.69,=,nM,2030.0,CHEMBL251,Homo sapiens,Ki,nM,2030.0
2229,2916554,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL142926,5.99,=,nM,1025.0,CHEMBL251,Homo sapiens,Ki,nM,1025.0
2230,2916555,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL145623,9.10,=,nM,0.8,CHEMBL251,Homo sapiens,Ki,nM,0.8
2231,2916556,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL315150,9.11,=,nM,0.78,CHEMBL251,Homo sapiens,Ki,nM,0.78
2232,2916557,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL344724,6.10,=,nM,796.0,CHEMBL251,Homo sapiens,Ki,nM,796.0
2233,2916558,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL357663,6.26,=,nM,545.0,CHEMBL251,Homo sapiens,Ki,nM,545.0
2234,2916559,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL414620,7.35,=,nM,45.0,CHEMBL251,Homo sapiens,Ki,nM,45.0
2235,2916560,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL16894,8.80,=,nM,1.6,CHEMBL251,Homo sapiens,Ki,nM,1.6
2236,2916561,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL577183,6.75,=,nM,176.0,CHEMBL251,Homo sapiens,Ki,nM,176.0
2237,2916562,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL342059,8.55,=,nM,2.8,CHEMBL251,Homo sapiens,Ki,nM,2.8
2238,2916563,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL142562,6.61,=,nM,248.0,CHEMBL251,Homo sapiens,Ki,nM,248.0
2239,2916564,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL145767,6.28,=,nM,520.0,CHEMBL251,Homo sapiens,Ki,nM,520.0
2240,2916565,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL138332,5.91,=,nM,1220.0,CHEMBL251,Homo sapiens,Ki,nM,1220.0
2241,2916566,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL302765,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2242,2916567,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL141154,6.75,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
2243,2916568,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL65271,5.98,=,nM,1040.0,CHEMBL251,Homo sapiens,Ki,nM,1040.0
2244,2916569,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL344501,5.92,=,nM,1195.0,CHEMBL251,Homo sapiens,Ki,nM,1195.0
2245,2916570,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL329791,5.86,=,nM,1390.0,CHEMBL251,Homo sapiens,Ki,nM,1390.0
2246,2916571,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349240,6.83,=,nM,148.0,CHEMBL251,Homo sapiens,Ki,nM,148.0
2247,2916572,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL324735,6.42,=,nM,381.0,CHEMBL251,Homo sapiens,Ki,nM,381.0
2248,2916573,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL163968,6.40,=,nM,400.0,CHEMBL251,Homo sapiens,Ki,nM,400.0
2249,2916574,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349464,6.51,=,nM,306.0,CHEMBL251,Homo sapiens,Ki,nM,306.0
2250,2916575,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165073,6.47,=,nM,335.0,CHEMBL251,Homo sapiens,Ki,nM,335.0
2251,2916576,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL341376,6.37,=,nM,423.0,CHEMBL251,Homo sapiens,Ki,nM,423.0
2252,2916577,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL424161,6.96,=,nM,111.0,CHEMBL251,Homo sapiens,Ki,nM,111.0
2253,2916578,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349716,7.00,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
2254,2916579,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL167915,6.30,=,nM,503.0,CHEMBL251,Homo sapiens,Ki,nM,503.0
2255,2916580,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352192,6.42,=,nM,376.0,CHEMBL251,Homo sapiens,Ki,nM,376.0
2256,2916581,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352707,6.30,=,nM,495.0,CHEMBL251,Homo sapiens,Ki,nM,495.0
2257,2916582,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164905,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2258,2916583,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL350042,6.92,=,nM,121.0,CHEMBL251,Homo sapiens,Ki,nM,121.0
2259,2916584,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL350261,6.95,=,nM,113.0,CHEMBL251,Homo sapiens,Ki,nM,113.0
2260,2916585,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165560,7.00,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
2261,2916586,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL355415,5.95,=,nM,1115.0,CHEMBL251,Homo sapiens,Ki,nM,1115.0
2262,2916587,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL166301,6.18,=,nM,667.0,CHEMBL251,Homo sapiens,Ki,nM,667.0
2263,2916588,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL353299,6.40,=,nM,401.0,CHEMBL251,Homo sapiens,Ki,nM,401.0
2264,2916589,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352073,6.80,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
2265,2916590,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL352345,6.82,=,nM,150.0,CHEMBL251,Homo sapiens,Ki,nM,150.0
2266,2916591,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164381,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2267,2916592,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164647,6.88,=,nM,133.0,CHEMBL251,Homo sapiens,Ki,nM,133.0
2268,2916593,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165910,6.21,=,nM,614.0,CHEMBL251,Homo sapiens,Ki,nM,614.0
2269,2916594,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165083,6.24,=,nM,576.0,CHEMBL251,Homo sapiens,Ki,nM,576.0
2270,2916595,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164275,6.45,=,nM,352.0,CHEMBL251,Homo sapiens,Ki,nM,352.0
2271,2916596,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL167753,6.75,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
2272,2916597,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164281,6.70,=,nM,200.0,CHEMBL251,Homo sapiens,Ki,nM,200.0
2273,2916598,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164992,6.80,=,nM,160.0,CHEMBL251,Homo sapiens,Ki,nM,160.0
2274,2916599,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL351211,6.75,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
2275,2916600,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL164686,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki,nM,140.0
2276,2916601,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL572765,6.92,=,nM,120.0,CHEMBL251,Homo sapiens,Ki,nM,120.0
2277,2916602,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL348925,7.00,=,nM,100.0,CHEMBL251,Homo sapiens,Ki,nM,100.0
2278,2916603,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL351285,6.96,=,nM,110.0,CHEMBL251,Homo sapiens,Ki,nM,110.0
2279,2916604,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL354161,6.16,=,nM,695.0,CHEMBL251,Homo sapiens,Ki,nM,695.0
2280,2916605,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL165224,6.17,=,nM,680.0,CHEMBL251,Homo sapiens,Ki,nM,680.0
2281,2916606,CHEMBL1037717,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,CHEMBL349019,6.84,=,nM,143.0,CHEMBL251,Homo sapiens,Ki,nM,143.0
2282,2926944,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL567226,5.64,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki,nM,2300.0
2283,2926948,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL573937,5.49,=,nM,3250.0,CHEMBL251,Homo sapiens,Ki,nM,3250.0
2284,2926949,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583637,5.21,=,nM,6200.0,CHEMBL251,Homo sapiens,Ki,nM,6200.0
2285,2927741,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL573125,5.45,=,nM,3540.0,CHEMBL251,Homo sapiens,Ki,nM,3540.0
2286,2927744,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL582921,6.26,=,nM,550.0,CHEMBL251,Homo sapiens,Ki,nM,550.0
2287,2927749,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583745,6.12,=,nM,766.0,CHEMBL251,Homo sapiens,Ki,nM,766.0
2288,2927750,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL574612,6.01,=,nM,979.0,CHEMBL251,Homo sapiens,Ki,nM,979.0
2289,2927751,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583744,6.56,=,nM,277.0,CHEMBL251,Homo sapiens,Ki,nM,277.0
2290,2927752,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL574212,5.33,=,nM,4730.0,CHEMBL251,Homo sapiens,Ki,nM,4730.0
2291,2927753,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL576395,5.79,=,nM,1640.0,CHEMBL251,Homo sapiens,Ki,nM,1640.0
2292,2927754,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL568307,5.40,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki,nM,4000.0
2293,2927755,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL567412,5.34,=,nM,4520.0,CHEMBL251,Homo sapiens,Ki,nM,4520.0
2294,2927756,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583862,5.34,=,nM,4520.0,CHEMBL251,Homo sapiens,Ki,nM,4520.0
2295,2927757,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL490605,5.97,=,nM,1080.0,CHEMBL251,Homo sapiens,Ki,nM,1080.0
2296,2927758,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL490606,5.80,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki,nM,1600.0
2297,2927759,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL523797,5.35,=,nM,4510.0,CHEMBL251,Homo sapiens,Ki,nM,4510.0
2298,2927762,CHEMBL1052240,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by liquid scintillation counting,B,CHEMBL583746,6.05,=,nM,890.0,CHEMBL251,Homo sapiens,Ki,nM,890.0
2299,2929205,CHEMBL1059256,Displacement of [125I]Z241385 from human cloned adenosine A2A receptor expressed in CHO cells after 120 mins by scintillation counting,B,CHEMBL113142,8.92,=,nM,1.2,CHEMBL251,Homo sapiens,Ki,nM,1.2
2300,2941545,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL221206,4.79,=,nM,16300.0,CHEMBL251,Homo sapiens,Ki,nM,16300.0
2301,2941546,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL573950,4.98,=,nM,10400.0,CHEMBL251,Homo sapiens,Ki,nM,10400.0
2302,2941547,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL427077,4.73,=,nM,18700.0,CHEMBL251,Homo sapiens,Ki,nM,18700.0
2303,2941548,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL223514,4.75,=,nM,18000.0,CHEMBL251,Homo sapiens,Ki,nM,18000.0
2304,2941549,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL574602,4.38,=,nM,41700.0,CHEMBL251,Homo sapiens,Ki,nM,41700.0
2305,2941550,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL573032,5.15,=,nM,7030.0,CHEMBL251,Homo sapiens,Ki,nM,7030.0
2306,2941551,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL573269,4.90,=,nM,12700.0,CHEMBL251,Homo sapiens,Ki,nM,12700.0
2307,2941552,CHEMBL1056089,Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells,B,CHEMBL575027,4.61,=,nM,24300.0,CHEMBL251,Homo sapiens,Ki,nM,24300.0
2308,3059946,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594363,9.00,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
2309,3059948,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596308,8.70,=,nM,2.0,CHEMBL251,Homo sapiens,Ki,nM,2.0
2310,3059949,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609578,8.60,=,nM,2.5,CHEMBL251,Homo sapiens,Ki,nM,2.5
2311,3059950,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594136,8.60,=,nM,2.5,CHEMBL251,Homo sapiens,Ki,nM,2.5
2312,3059951,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594676,8.55,=,nM,2.8,CHEMBL251,Homo sapiens,Ki,nM,2.8
2313,3059952,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594676,8.55,=,nM,2.8,CHEMBL251,Homo sapiens,Ki,nM,2.8
2314,3059953,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608102,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
2315,3059954,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL610738,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
2316,3059955,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611020,8.52,=,nM,3.0,CHEMBL251,Homo sapiens,Ki,nM,3.0
2317,3059956,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL603748,8.46,=,nM,3.5,CHEMBL251,Homo sapiens,Ki,nM,3.5
2318,3059957,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL608383,8.40,=,nM,4.0,CHEMBL251,Homo sapiens,Ki,nM,4.0
2319,3059958,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL549885,8.37,=,nM,4.3,CHEMBL251,Homo sapiens,Ki,nM,4.3
2320,3059959,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609603,8.31,=,nM,4.9,CHEMBL251,Homo sapiens,Ki,nM,4.9
2321,3059960,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611335,8.30,=,nM,5.0,CHEMBL251,Homo sapiens,Ki,nM,5.0
2322,3059961,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594455,8.26,=,nM,5.5,CHEMBL251,Homo sapiens,Ki,nM,5.5
2323,3059962,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595132,8.22,=,nM,6.0,CHEMBL251,Homo sapiens,Ki,nM,6.0
2324,3059963,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594454,8.22,=,nM,6.0,CHEMBL251,Homo sapiens,Ki,nM,6.0
2325,3059964,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594905,8.19,=,nM,6.5,CHEMBL251,Homo sapiens,Ki,nM,6.5
2326,3059965,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611048,8.19,=,nM,6.5,CHEMBL251,Homo sapiens,Ki,nM,6.5
2327,3059966,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594000,8.12,=,nM,7.5,CHEMBL251,Homo sapiens,Ki,nM,7.5
2328,3059967,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595365,8.07,=,nM,8.5,CHEMBL251,Homo sapiens,Ki,nM,8.5
2329,3059968,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593746,8.06,=,nM,8.8,CHEMBL251,Homo sapiens,Ki,nM,8.8
2330,3059969,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593975,8.05,=,nM,9.0,CHEMBL251,Homo sapiens,Ki,nM,9.0
2331,3059970,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593508,8.05,=,nM,9.0,CHEMBL251,Homo sapiens,Ki,nM,9.0
2332,3059971,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL609308,8.02,=,nM,9.5,CHEMBL251,Homo sapiens,Ki,nM,9.5
2333,3059976,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL596307,7.92,=,nM,12.0,CHEMBL251,Homo sapiens,Ki,nM,12.0
2334,3059977,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593999,7.91,=,nM,12.3,CHEMBL251,Homo sapiens,Ki,nM,12.3
2335,3059978,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL595845,7.85,=,nM,14.0,CHEMBL251,Homo sapiens,Ki,nM,14.0
2336,3059979,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593973,7.85,=,nM,14.0,CHEMBL251,Homo sapiens,Ki,nM,14.0
2337,3059980,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594226,7.80,=,nM,16.0,CHEMBL251,Homo sapiens,Ki,nM,16.0
2338,3059981,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL611954,7.77,=,nM,17.0,CHEMBL251,Homo sapiens,Ki,nM,17.0
2339,3059982,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593986,7.75,=,nM,18.0,CHEMBL251,Homo sapiens,Ki,nM,18.0
2340,3059983,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL593259,7.75,=,nM,18.0,CHEMBL251,Homo sapiens,Ki,nM,18.0
2341,3059984,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594662,7.73,=,nM,18.6,CHEMBL251,Homo sapiens,Ki,nM,18.6
2342,3059985,CHEMBL1073399,Displacement of radioligand from human adenosine A2A receptor expressed in cells by topcount microplate scintillation counting,B,CHEMBL594907,7.64,=,nM,23.0,CHEMBL251,Homo sapiens,Ki,nM,23.0
